0.000000 0.000000 
1.000000 0.000000 
1.133975 -0.133975 
2.133975 -0.133975 
2.383975 0.299038 
3.383975 0.299038 
3.517949 0.165064 
4.517949 0.165064 
4.767949 0.598076 
5.767949 0.598076 
5.901924 0.464102 
6.901924 0.464102 
7.151924 0.897114 
8.151924 0.897114 
8.285898 0.763140 
9.285898 0.763140 
-0.250000 0.433013 
-0.200962 0.616025 
0.665064 1.116025 
0.232051 0.866025 
1.866025 1.000000 
1.915064 1.183013 
2.781089 1.683013 
2.348076 1.433013 
3.982051 1.566987 
4.031089 1.750000 
4.897114 2.250000 
4.464102 2.000000 
6.098076 2.133975 
6.147114 2.316987 
7.013140 2.816987 
6.580127 2.566987 
7.446152 3.066987 
7.696152 2.633975 
-0.450962 1.049038 
-0.200962 1.482051 
0.799038 1.482051 
0.665064 1.616025 
1.933013 1.348076 
2.183013 1.781089 
3.183013 1.781089 
3.049038 1.915064 
4.316987 1.647114 
4.566987 2.080127 
5.566987 2.080127 
5.433013 2.214102 
6.700962 1.946152 
6.950962 2.379165 
7.950962 2.379165 
7.816987 2.513140 
8.816987 2.513140 
9.066987 2.080127 
-0.250000 0.433013 
-0.200962 0.616025 
0.665064 1.116025 
0.232051 0.866025 
1.866025 1.000000 
1.915064 1.183013 
2.781089 1.683013 
2.348076 1.433013 
3.982051 1.566987 
4.031089 1.750000 
4.897114 2.250000 
4.464102 2.000000 
6.098076 2.133975 
6.147114 2.316987 
7.013140 2.816987 
6.580127 2.566987 
7.446152 3.066987 
7.696152 2.633975 
-0.450962 1.049038 
-0.200962 1.482051 
0.799038 1.482051 
0.665064 1.616025 
1.933013 1.348076 
2.183013 1.781089 
3.183013 1.781089 
3.049038 1.915064 
4.316987 1.647114 
4.566987 2.080127 
5.566987 2.080127 
5.433013 2.214102 
6.700962 1.946152 
6.950962 2.379165 
7.950962 2.379165 
7.816987 2.513140 
8.816987 2.513140 
9.066987 2.080127 
-0.250000 0.433013 
-0.200962 0.616025 
0.665064 1.116025 
0.232051 0.866025 
1.866025 1.000000 
1.915064 1.183013 
2.781089 1.683013 
2.348076 1.433013 
3.982051 1.566987 
4.031089 1.750000 
4.897114 2.250000 
4.464102 2.000000 
6.098076 2.133975 
6.147114 2.316987 
7.013140 2.816987 
6.580127 2.566987 
7.446152 3.066987 
7.696152 2.633975 
-0.450962 1.049038 
-0.200962 1.482051 
0.799038 1.482051 
0.665064 1.616025 
1.933013 1.348076 
2.183013 1.781089 
3.183013 1.781089 
3.049038 1.915064 
4.316987 1.647114 
4.566987 2.080127 
5.566987 2.080127 
5.433013 2.214102 
6.700962 1.946152 
6.950962 2.379165 
7.950962 2.379165 
7.816987 2.513140 
8.816987 2.513140 
9.066987 2.080127 
-0.250000 0.433013 
-0.200962 0.616025 
0.665064 1.116025 
0.232051 0.866025 
1.866025 1.000000 
1.915064 1.183013 
2.781089 1.683013 
2.348076 1.433013 
3.982051 1.566987 
4.031089 1.750000 
4.897114 2.250000 
4.464102 2.000000 
6.098076 2.133975 
6.147114 2.316987 
7.013140 2.816987 
6.580127 2.566987 
7.446152 3.066987 
7.696152 2.633975 
-0.450962 1.049038 
-0.200962 1.482051 
0.799038 1.482051 
0.665064 1.616025 
1.933013 1.348076 
2.183013 1.781089 
3.183013 1.781089 
3.049038 1.915064 
4.316987 1.647114 
4.566987 2.080127 
5.566987 2.080127 
5.433013 2.214102 
6.700962 1.946152 
6.950962 2.379165 
7.950962 2.379165 
7.816987 2.513140 
8.816987 2.513140 
9.066987 2.080127 
